8/10/2023,CARS TAXI Abu Dhabi,********
7/10/2023,ETISALAT QUICKPAY Abu Dhabi,********
7/10/2023,ADDC Abu Dhabi,********
7/10/2023,TASLEEM METERING AND P ABU DHABI,********
7/10/2023,AUH GAS DISTRIBUTION C ABU DHABI,********
7/10/2023,AUH GAS DISTRIBUTION C ABU DHABI,********
7/10/2023,Amazon ae Dubai,********
6/10/2023,Majid Al Futtaim Dubai,********
6/10/2023,Majid Al Futtaim Dubai,********
6/10/2023,EMARAT      TOUFAN DUBAI,********
6/10/2023,TOKYO MARINE FISHING ABU DHABI,********
6/10/2023,ADNOC SHAHAMA     ABUDHABI,********
6/10/2023,MCDONALDS TOUFAN DUBAI,********
6/10/2023,BLUE WATERS MARINE GEN DUBAI,********
6/10/2023,WALLET PET ANIMAL Abu Dhabi,********
5/10/2023,FC   FIUMICINO       EUR,********
5/10/2023,TAWASUL TRANSPORT LLC Abu Dhabi,********
5/10/2023,Annual Fee,********
5/10/2023,VAT ON Annual Fee,********
4/10/2023,TRENITALIA   LEFRECCE ROMA        EUR,********
4/10/2023,OVIT SRL FIUMICINO         EUR,********
4/10/2023,CONAD ROMA         EUR,********
4/10/2023,HOTEL ALPI DI G A R  S ROMA        EUR,********
4/10/2023,Pizza Forum Roma        EUR,********
4/10/2023,MY BAR ROMA        EUR,********
4/10/2023,CHEF EXPRESS S P A  FIUMICINO       EUR,********
4/10/2023,CHEF EXPRESS S P A  FIUMICINO       EUR,********
4/10/2023,OTTAVIANO ROMA       EUR,********
4/10/2023,COLOSSEO    ROMA       EUR,********
4/10/2023,COLOSSEO    ROMA       EUR,********
3/10/2023,BURGER KING ROMA       EUR,********
3/10/2023,CHATGPT SUBSCRIPTION SAN FRANCISCO        USD,********
3/10/2023,SumUp  Claudio Sermon Roma        EUR,********
3/10/2023,GRANO TRATTORIA ROMA        EUR,********
3/10/2023,NEW FAMILY SRL ROMA        EUR,********
3/10/2023,CASTRO PRETORIO ROMA       EUR,********
3/10/2023,GRANO TRATTORIA ROMA       EUR,********
2/10/2023,BORGHICIANA ROMA         EUR,********
2/10/2023,CONAD ROMA         EUR,********
2/10/2023,LA BOTTEGA DEL TARTUFO ROMA        EUR,********
2/10/2023,GIOLITTI ROMA        EUR,********
2/10/2023,ATAC SPA ROMA       EUR,********
2/10/2023,CHI XIUZHU ROMA       EUR,********
2/10/2023,HEDERA SWEETNESS   C O ROMA       EUR,********
1/10/2023,TRENITALIA   LEFRECCE ROMA         EUR,********
1/10/2023,PASTICCERIA GAETANO FIRENZE        EUR,********
1/10/2023,PAM LOCAL   ROMA         EUR,********
1/10/2023,TRATTORIA ZAZA FIRENZE        EUR,********
1/10/2023,TRIESTE PIZZA ROMA        EUR,********
1/10/2023,FARMACIA DELLA STAZION FIRENZE        EUR,********
1/10/2023,GEST SPA SCANDICCI       EUR,********
1/10/2023,MY SUGAR FIRENZE       EUR,********
30/09/2023,HOTEL DAY CARE BELLA PET,********
30/09/2023,DAY CARE BELLA PET,********
30/09/2023,IL CANGURO SORSI E BOC PISA         EUR,********
30/09/2023,TRENITALIA   LEFRECCE ROMA        EUR,********
30/09/2023,GELATERIA ARTIGIANALE PISA       EUR,********
30/09/2023,I  GIRONE DE  GHIOTTI FIRENZE       EUR,********
30/09/2023,STREGA NOCCIOLA FIRENZE       EUR,********
30/09/2023,GEST SPA SCANDICCI       EUR,********
30/09/2023,ESSELUNGA NOVOLI FIRENZE         EUR,********
30/09/2023,PASTICCERIA GAETANO FIRENZE       EUR,********
30/09/2023,CONFORTI PASTE E SPEZI PISA       EUR,********
30/09/2023,SIMPLY MARKET FIRENZE       EUR,********
30/09/2023,PAYMENT RECEIVED  THANK YOU,********
29/09/2023,TRENITALIA   LEFRECCE ROMA        EUR,********
29/09/2023,BAR TABACCHI FIRENZE        EUR,********
29/09/2023,I  GIRONE DE  GHIOTTI FIRENZE       EUR,********
29/09/2023,IPERMERCATO CARREFOUR FIRENZE        EUR,********
29/09/2023,RISTORANTE SABATINI FIRENZE         EUR,********
29/09/2023,QUADRA SRL FIRENZE        EUR,********
29/09/2023,LIDL     FIRENZE         EUR,********
29/09/2023,PASTICCERIA GAETANO FIRENZE       EUR,********
29/09/2023,GELATERIA DEI NERI     FIRENZE       EUR,********
29/09/2023,PASTICCERIA GAETANO FIRENZE       EUR,********
29/09/2023,PASTICCERIA GAETANO FIRENZE       EUR,********
28/09/2023,TRENITALIA   LEFRECCE ROMA         EUR,********
28/09/2023,TRENITALIA   LEFRECCE ROMA       EUR,********
28/09/2023,STAZIONE DI POMPEI POMPEI       EUR,********
28/09/2023,AUTOLINEE DAPICE POMPEI       EUR,********
28/09/2023,SCAVI DI POMPEI POMPEI        EUR,********
28/09/2023,RISTORANTE PIZZERIA LA POMPEI        EUR,********
28/09/2023,MC DONALD S FIRENZE         EUR,********
28/09/2023,DEP BAG NAPOLI NAPOLI        EUR,********
28/09/2023,PASTICCERIA DE VIVO POMPEI       EUR,********
28/09/2023,GEST SPA SCANDICCI       EUR,********
28/09/2023,MC DONALD S FIRENZE       EUR,********
27/09/2023,TRENITALIA   LEFRECCE ROMA         EUR,********
27/09/2023,PAFFILE PAOLO DITTA NAPOLI       EUR,********
27/09/2023,TABACCHERIA DE VIVO NAPOLI       EUR,********
27/09/2023,RELAIS SUL MARE NAPOLI         EUR,********
27/09/2023,ZARA   NAPOLI         EUR,********
27/09/2023,MARCONI HOTEL RENDE        EUR,********
27/09/2023,ZARA   NAPOLI         EUR,********
27/09/2023,SUPERO NAPOLI        EUR,********
27/09/2023,MCDONALD S NAPOLI       EUR,********
27/09/2023,TRIPODI MARCO PAOLA       EUR,********
26/09/2023,AMERICAN FOOD   SRL RENDE       EUR,********
26/09/2023,CU O RENDE       EUR,********
25/09/2023,ADESSO PASTA RENDE RENDE        EUR,********
25/09/2023,ARD RENDE        EUR,********
25/09/2023,NATURIUM CIBO   NATURA RENDE        EUR,********
25/09/2023,PASTICCERIA GELATERIA LAGO       EUR,********
25/09/2023,AMERICAN FOOD   SRL RENDE       EUR,********
24/09/2023,MIDJOURNEY INC  SOUTH SAN FRA        USD,********
24/09/2023,SumUp  Il Castello sn Paola        EUR,********
24/09/2023,DUODECIM PIZZE RENDE        EUR,********
24/09/2023,LIDO BENIAMINO PAOLA        EUR,********
24/09/2023,LIDO BENIAMINO PAOLA       EUR,********
24/09/2023,SPLENDIDI E SPLENDENTI RENDE        EUR,********
24/09/2023,UBIGI COM PUTEAUX        EUR,********
23/09/2023,ROMA TERMINI SELF SERV ROMA         EUR,********
23/09/2023,NAPOLI CENTRALE SELF S NAPOLI        EUR,********
23/09/2023,FIUMICINO AEROPORTO SS FIUMICINO        EUR,********
23/09/2023,PAOLA P PAOLA       EUR,********
23/09/2023,BKG HOTEL AT BOOKING C                       EUR,********
23/09/2023,AUTOGRILL      NAPOLI        EUR,********
23/09/2023,ALDENTE NAPOLI       EUR,********
23/09/2023,O SURDAT NAMMURAT NEW NAPOLI        EUR,********
23/09/2023,STYLE S R L  UNIPERSO  ROMA       EUR,********
22/09/2023,Amazon ae Dubai,********
22/09/2023,CARREFOUR MAF MKT MCC ABU DHABI,********
22/09/2023,UrbanCuts MenBarber Abu Dhabi,********
22/09/2023,REAL   PHARMACY      Abu Dhabi,********
22/09/2023,CRAVIA INC LLC ABUDHABI,********
22/09/2023,CARREFOUR MAF MKT MCC ABU DHABI,********
21/09/2023,BKG HOTEL AT BOOKING C                       EUR,********
20/09/2023,Majid Al Futtaim Dubai,********
20/09/2023,BRITISH VETERINARY CEN ABU DHABI,********
20/09/2023,Majid Al Futtaim Dubai,********
19/09/2023,WWW ALIEXPRESS COM LONDON          USD,********
19/09/2023,PREMIER MOTORS LLC ABU DHABI,********
19/09/2023,ADDC Abu Dhabi,********
19/09/2023,TASLEEM METERING AND P ABU DHABI,********
19/09/2023,ADNOC GAS ABU DHABI,********
18/09/2023,Majid Al Futtaim Dubai,********
18/09/2023,Majid Al Futtaim Dubai,********
17/09/2023,HOME CENTRE GULF LLC DUBAI,********
17/09/2023,D    TEXAS RHOUSE  AS ABU DHABI,********
17/09/2023,Brands For Less Dubai,********
17/09/2023,ADNOC KHALIFA CITY     ABUDHABI,********
17/09/2023,SEPHORA EMIRATES LLC DUBAI,********
15/09/2023,Majid Al Futtaim Dubai,********
15/09/2023,Majid Al Futtaim Dubai,********
14/09/2023,Etisalat Telecom Corp Abu Dhabi,********
14/09/2023,Amazon ae Dubai,********
14/09/2023,CRAVIA INC LLC ABUDHABI,********
12/9/2023,Majid Al Futtaim Dubai,********
12/9/2023,BRITISH VETERINARY CEN ABU DHABI,********
12/9/2023,Majid Al Futtaim Dubai,********
11/9/2023,CARREFOUR MARKET AL RA ABU DHABI,********
9/9/2023,CESUMAR MARINGA          BRL,********
9/9/2023,ACE YAS ISLAND ALFUTTA ABU DHABI,********
9/9/2023,www shein com Dubai,********
8/9/2023,Majid Al Futtaim Dubai,********
8/9/2023,Brands For Less Dubai,********
8/9/2023,Amazon ae Dubai,********
8/9/2023,SPINNEYS AL BANDAR ABU DHABI,********
7/9/2023,RIVOLI EYEZONE Abu Dhabi,********
7/9/2023,BURGERKING YAS MALL ABU DHABI,********
5/9/2023,ADDC AUTO PAY Abu Dhabi,********
5/9/2023,LIFE PHY BR         Abu Dhabi,********
4/9/2023,Majid Al Futtaim Dubai,********
4/9/2023,ADNOC KHALIFA CITY     ABUDHABI,********
4/9/2023,Majid Al Futtaim Dubai,********
3/9/2023,TALABAT DUBAI,********
3/9/2023,CHATGPT SUBSCRIPTION SAN FRANCISCO        USD,********
2/9/2023,CROWN PLAZA YAS ISLAND Abu Dhabi,********
2/9/2023,CROWN PLAZA YAS ISLAND Abu Dhabi,********
1/9/2023,NIKE YAS MALL ABUDHABI,********
1/9/2023,TAWASUL TRANSPORT LLC Abu Dhabi,********
31/08/2023,Majid Al Futtaim Dubai,********
31/08/2023,Majid Al Futtaim Dubai,********
30/08/2023,MAJESTIC OPTICS ABUDHABI,********
30/08/2023,MAJESTIC OPTICS ABUDHABI,********
30/08/2023,MAJESTIC OPTICS ABUDHABI,********
30/08/2023,HEALTH FIRST PHARM BR  ABU DHABI,********
30/08/2023,AMAN TAXI Abu Dhabi,********
30/08/2023,ARABIA TAXI Abu Dhabi,********
30/08/2023,MADAREK LLC DUBAI,********
30/08/2023,CLEVELAND CLINIC AD Abu Dhabi,********
30/08/2023,SPINNEYS AL BANDAR ABU DHABI,********
30/08/2023,PAYMENT RECEIVED  THANK YOU,********
28/08/2023,Partners on Booking BV Amsterdam,********
28/08/2023,Majid Al Futtaim Dubai,********
27/08/2023,TALABAT DUBAI,********
27/08/2023,VISION EXPRESS       A Abu Dhabi,********
27/08/2023,D    BATH   BODY Al Sh ABU DHABI,********
27/08/2023,UDN RESTAURANT ABU DHABI,********
27/08/2023,BURGERKING YAS MALL ABU DHABI,********
26/08/2023,UDEMY  ONLINE COURSES SAN FRANCISCO         USD,********
25/08/2023,Majid Al Futtaim Dubai,********
25/08/2023,Majid Al Futtaim Dubai,********
24/08/2023,MIDJOURNEY INC  SOUTH SAN FRA        USD,********
24/08/2023,LULU EXPRESS FRESH MAR ABU DHABI,********
23/08/2023,UrbanCuts MenBarber Abu Dhabi,********
22/08/2023,Majid Al Futtaim Dubai,********
22/08/2023,Majid Al Futtaim Dubai,********
22/08/2023,CRAVIA INC LLC ABUDHABI,********
20/08/2023,AMERICAN EAGLE DUBAI,********
20/08/2023,CARREFOUR MAF MKT YAS ABU DHABI,********
20/08/2023,ADNOC KHALIFA CITY     ABUDHABI,********
20/08/2023,C I HOLDING Abu Dhabi,********
20/08/2023,CARREFOUR HYPERMARKET DUBAI,********
19/08/2023,Brands For Less Dubai,********
18/08/2023,Majid Al Futtaim Dubai,********
18/08/2023,TALABAT DUBAI,********
18/08/2023,TASLEEM METERING AND P ABU DHABI,********
18/08/2023,SPINNEYS AL BANDAR ABU DHABI,********
18/08/2023,ADNOC GAS ABU DHABI,********
17/08/2023,LULU EXPRESS FRESH MAR ABU DHABI,********
15/08/2023,Majid Al Futtaim Dubai,********
15/08/2023,PREMIER ONLINE DUBAI,********
14/08/2023,Etisalat Telecom Corp Abu Dhabi,********
13/08/2023,LULU EXPRESS FRESH MAR ABU DHABI,********
12/8/2023,WALLET PET ANIMAL ACCE Abu Dhabi,********
11/8/2023,Majid Al Futtaim Dubai,********
11/8/2023,Majid Al Futtaim Dubai,********
11/8/2023,Majid Al Futtaim Dubai,********
11/8/2023,ADNOC KHALIFA CITY     ABUDHABI,********
10/8/2023,BRITISH VETERINARY CEN ABU DHABI,********
10/8/2023,SPINNEYS AL BANDAR ABU DHABI,********
9/8/2023,LULU EXPRESS FRESH MAR ABU DHABI,********
9/8/2023,Majid Al Futtaim Dubai,********
8/8/2023,CESUMAR MARINGA          BRL,********
8/8/2023,LIFE PHY BR         Abu Dhabi,********
7/8/2023,SPINNEYS AL BANDAR ABU DHABI,********
6/8/2023,Amazon ae Dubai,********
5/8/2023,Majid Al Futtaim Dubai,********
5/8/2023,FAIRMONT HOTELS BAB AL ABU DHABI,********
5/8/2023,Majid Al Futtaim Dubai,********
3/8/2023,CHATGPT SUBSCRIPTION SAN FRANCISCO        USD,********
2/8/2023,Majid Al Futtaim Dubai,********
2/8/2023,Majid Al Futtaim Dubai,********
1/8/2023,SPINNEYS AL BANDAR ABU DHABI,********
30/07/2023,VOX MARYAH CENTRAL DUBAI,********
30/07/2023,FIVE GUYS Abu Dhabi,********
30/07/2023,PAYMENT RECEIVED  THANK YOU,********
29/07/2023,Majid Al Futtaim Dubai,********
29/07/2023,Majid Al Futtaim Dubai,********
28/07/2023,THE ENTERTAINER FZ LLC DUBAI,********
26/07/2023,Majid Al Futtaim Dubai,********
26/07/2023,Majid Al Futtaim Dubai,********
25/07/2023,ETIHAD AI              ABU DHABI,********
25/07/2023,Majid Al Futtaim Dubai,********
25/07/2023,Majid Al Futtaim Dubai,********
24/07/2023,Blizzard EU          Schiphol Rijk        EUR,********
23/07/2023,Majid Al Futtaim Dubai,********
21/07/2023,Majid Al Futtaim Dubai,********
21/07/2023,Majid Al Futtaim Dubai,********
20/07/2023,Majid Al Futtaim Dubai,********
20/07/2023,Majid Al Futtaim Dubai,********
19/07/2023,Majid Al Futtaim Dubai,********
18/07/2023,UrbanCuts MenBarber Abu Dhabi,********
18/07/2023,UrbanCuts MenBarber Abu Dhabi,********
17/07/2023,Majid Al Futtaim Dubai,********
17/07/2023,TASLEEM METERING AND P ABU DHABI,********
17/07/2023,Majid Al Futtaim Dubai,********
17/07/2023,ADNOC GAS ABU DHABI,********
16/07/2023,ADDC Abu Dhabi,********
15/07/2023,WINDMILL GENERAL TRADI ABU DHABI,********
14/07/2023,Etisalat Telecom Corp Abu Dhabi,********
14/07/2023,Majid Al Futtaim Dubai,********
14/07/2023,Majid Al Futtaim Dubai,********
14/07/2023,ADNOC SHAHAMAS S    ABU DHABI,********
14/07/2023,Fager Al Aroobh Car Pa Dubai,********
14/07/2023,ADNOC SHAHAMAS S    ABU DHABI,********
12/7/2023,Majid Al Futtaim Dubai,********
12/7/2023,Amazon ae Dubai,********
12/7/2023,Amazon ae Dubai,********
12/7/2023,Majid Al Futtaim Dubai,********
11/7/2023,LULU EXPRESS SPMKT AL RAHA,********
11/7/2023,LULU RAHA PHARMACY Abu Dhabi,********
10/7/2023,Amazon ae Dubai,********
10/7/2023,Amazon ae Dubai,********
9/7/2023,Majid Al Futtaim Dubai,********
9/7/2023,Majid Al Futtaim Dubai,********
8/7/2023,THE RITZ CARLTON AUH abudhabi,********
8/7/2023,VICTORIAS SECRET DUBAI,********
8/7/2023,CARREFOUR MAF MKT YAS ABU DHABI,********
7/7/2023,TALABAT DUBAI,********
7/7/2023,CESUMAR MARINGA         BRL,********
7/7/2023,Amazon ae Dubai,********
6/7/2023,Amazon ae Dubai,********
6/7/2023,D    TEXAS RHOUSE  AS ABU DHABI,********
6/7/2023,MINISTRY OF INT ABU DHABI,********
5/7/2023,BRITISH VETERINARY CEN ABU DHABI,********
4/7/2023,Majid Al Futtaim Dubai,********
4/7/2023,BRITISH VETERINARY CEN ABU DHABI,********
4/7/2023,Majid Al Futtaim Dubai,********
4/7/2023,ADNOC KHALIFA A   S    ABU DHABI,********
3/7/2023,CHATGPT SUBSCRIPTION SAN FRANCISCO        USD,********
3/7/2023,EXITLAG ORLANDO       USD,********
2/7/2023,Majid Al Futtaim Dubai,********
2/7/2023,Majid Al Futtaim Dubai,********
2/7/2023,SEA VIEW GROCERY SOLE Abu Dhabi,********
1/7/2023,SEA VIEW GROCERY SOLE Abu Dhabi,********
30/06/2023,LULUHYPERMARKET MADINA ABU DHABI,********
30/06/2023,PAYMENT RECEIVED  THANK YOU,********
29/06/2023,TALABAT DUBAI,********
28/06/2023,CARREFOUR MAF MKT MCC ABU DHABI,********
28/06/2023,WINDMILL GENERAL TRADI ABU DHABI,********
28/06/2023,Al Fair Etihad Plaza ABUDHABI,********
28/06/2023,MCDONALDS ADNOC TAMOUH ABU DHABI,********
27/06/2023,CARREFOUR MAF MKT MAYA ABU DHABI,********
26/06/2023,Majid Al Futtaim Dubai,********
26/06/2023,Majid Al Futtaim Dubai,********
26/06/2023,WINDMILL GENERAL TRADI ABU DHABI,********
26/06/2023,Al Fair Etihad Plaza ABUDHABI,********
25/06/2023,SPADES  LA VENA CA ABU DHABI,********
25/06/2023,UDN RESTAURANT ABU DHABI,********
24/06/2023,Amazon ae Dubai,********
23/06/2023,Majid Al Futtaim Dubai,********
23/06/2023,Majid Al Futtaim Dubai,********
22/06/2023,LULU EXPRESS SPMKT AL RAHA,********
22/06/2023,TASLEEM METERING AND P ABU DHABI,********
22/06/2023,MUSICIANS CORNER MUSIC ABU DHABI,********
21/06/2023,Majid Al Futtaim Dubai,********
21/06/2023,Majid Al Futtaim Dubai,********
19/06/2023,Amazon ae Dubai,********
18/06/2023,Majid Al Futtaim Dubai,********
18/06/2023,Majid Al Futtaim Dubai,********
18/06/2023,Amazon ae Dubai,********
18/06/2023,Amazon ae Dubai,********
18/06/2023,Amazon ae Dubai,********
17/06/2023,ADDC Abu Dhabi,********
17/06/2023,UDN RESTAURANT ABU DHABI,********
17/06/2023,ADNOC GAS ABU DHABI,********
17/06/2023,IKEA YAS IFB     ABU DHABI,********
16/06/2023,Majid Al Futtaim Dubai,********
16/06/2023,Majid Al Futtaim Dubai,********
16/06/2023,Amazon ae Dubai,********
16/06/2023,IHERB IHERB COM,********
15/06/2023,Al Fair Etihad Plaza ABUDHABI,********
15/06/2023,ADNOC KHALIFA CITY     ABU DHABI,********
15/06/2023,D    TEXAS RHOUSE  AS ABU DHABI,********
14/06/2023,Etisalat Telecom Corp Abu Dhabi,********
13/06/2023,HOSTGATOR FLORIANOPOLIS         BRL,********
13/06/2023,HTTPS WWW INSTASHOP CO DUBAI,********
13/06/2023,HTTPS WWW INSTASHOP CO DUBAI,********
13/06/2023,HTTPS WWW INSTASHOP CO DUBAI,********
12/6/2023,Majid Al Futtaim Dubai,********
12/6/2023,Majid Al Futtaim Dubai,********
11/6/2023,Majid Al Futtaim Dubai,********
11/6/2023,HEALTH FIRST PHARM BR  ABU DHABI,********
10/6/2023,BRANDS FOR LESS BFL FZ DUBAI,********
10/6/2023,Al Fair Etihad Plaza ABUDHABI,********
10/6/2023,BRANDS FOR LESS BFL FZ DUBAI,********
10/6/2023,Amazon ae Dubai,********
9/6/2023,CESUMAR MARINGA          BRL,********
9/6/2023,BRANDS FOR LESS BFL FZ DUBAI,********
9/6/2023,MAURICE CUT KIDS SALON ABU DHABI,********
7/6/2023,CLOUD   PET HOTEL   CA ABUDHABI,********
7/6/2023,Majid Al Futtaim Dubai,********
7/6/2023,WALLET PET ANIMAL ACCE Abu Dhabi,********
5/6/2023,Amazon ae Dubai,********
5/6/2023,WALLET PET ANIMAL ACCE Abu Dhabi,********
5/6/2023,SEA VIEW GROCERY SOLE Abu Dhabi,********
4/6/2023,Blizzard EU          Schiphol Rijk        EUR,********
3/6/2023,Majid Al Futtaim Dubai,********
3/6/2023,CHATGPT SUBSCRIPTION SAN FRANCISCO        USD,********
3/6/2023,EXITLAG ORLANDO       USD,********
3/6/2023,Majid Al Futtaim Dubai,********
3/6/2023,HEALTH FIRST PHARM BR  ABU DHABI,********
